symbol,product_type,put_call,strike,net_position,price,currency,multiplier,maturity_date
USIM5,OP,Put,12.82,-39100,0.383520156,BRL,1,12/17/2021
BRAP4,OP,Call,45.16,9600,5.597919464,BRL,1,12/17/2021
YDUQ3,OP,Call,20.5,-34500,2.131569862,BRL,1,12/17/2021
B3SA3,OP,Call,18.6,4300,0.004634236,BRL,1,1/21/2022
BRKM5,OP,Call,49.5,2600,6.411430836,BRL,1,1/21/2022
UNP,OP,Put,210,383,0.586776078,USD,100,12/17/2021
BBAS,OP,Call,32.71,-11800,1.324398994,BRL,1,1/21/2022
BBDC4,OP,Put,22.64,70700,2.593907595,BRL,1,12/17/2021
ABEV,OP,Call,20.07,57200,0.009414569,BRL,1,12/17/2021
EGIE3,OP,Call,41,6300,0.08853092,BRL,1,12/17/2021
PETR4,OP,Call,22.99,17200,6.713214874,BRL,1,12/17/2021
MGLU3,OP,Call,9.89,7200,0.045218483,BRL,1,12/17/2021
BBDC3,OP,Call,18.49,-47900,0.430182368,BRL,1,1/21/2022
ELET6,OP,Put,33.25,7500,1.620303512,BRL,1,12/17/2021
EGIE3,OP,Put,39.5,-11000,1.551354051,BRL,1,1/21/2022
CSNA,OP,Call,32.73,-10800,0.013129028,BRL,1,12/17/2021
EMBR3,OP,Put,29,100,10.58633995,BRL,1,12/17/2021
VALE3,OP,Put,37.47,-5100,0.013167304,BRL,1,12/17/2021
BBAS,OP,Put,30.21,11600,0.966113329,BRL,1,1/21/2022
VIIA3,OP,Put,12.5,14200,7.123200417,BRL,1,1/21/2022
SANB11,OP,Call,34.7,28700,1.121939063,BRL,1,1/21/2022
UGPA3,OP,Call,13.3,-3900,1.425423384,BRL,1,1/21/2022
ELET6,OP,Call,32.5,-6000,1.924900889,BRL,1,1/21/2022
VALE3,OP,Put,86.61,12300,15.40624237,BRL,1,4/14/2022
BRAP4,OP,Call,46.16,-9200,4.746088982,BRL,1,12/17/2021
BRAP4,OP,Call,46.66,5900,4.331548214,BRL,1,12/17/2021
MRFG,OP,Call,26.1,95500,0.072632998,BRL,1,12/17/2021
ABEV,OP,Call,17.07,2500,0.100633278,BRL,1,12/17/2021
LAME4,OP,Put,6.5,12400,1.3818295,BRL,1,12/17/2021
VALE3,OP,Put,135.47,1000,63.34617233,BRL,1,1/21/2022
EGIE3,OP,Put,40,1300,1.850295663,BRL,1,1/21/2022
BRFS3,OP,Put,25.5,20200,6.171170235,BRL,1,12/17/2021
JBSS3,OP,Call,34.73,1000,0.978290737,BRL,1,12/17/2021
BBDC3,OP,Call,19.49,2500,0.218877107,BRL,1,1/21/2022
BBAS,OP,Put,24.12,-21700,0.038643423,BRL,1,12/17/2021
VALE3,OP,Put,87.97,15800,17.18320084,BRL,1,12/17/2021
JBSS3,OP,Put,33.98,-1400,1.637475252,BRL,1,1/21/2022
CMIG4,OP,Call,14.5,-8300,0.048543599,BRL,1,12/17/2021
VIIA3,OP,Put,7.5,19600,2.253158092,BRL,1,1/21/2022
JBSS3,OP,Put,32.23,7200,0.48827976,BRL,1,12/17/2021
PCAR3,OP,Put,28,3000,5.945092201,BRL,1,12/17/2021
ITUB4,OP,Put,23.41,-44600,1.217348099,BRL,1,12/17/2021
ELET6,OP,Put,35.5,12000,3.668798208,BRL,1,1/21/2022
HYPE3,ST,,,1891,26.99499893,BRL,1,
EMBR3,OP,Call,20.5,21400,0.33957091,BRL,1,12/17/2021
BRKM5,OP,Put,49.5,3700,1.038853526,BRL,1,12/17/2021
VALE3,OP,Call,101.47,12500,0.091461286,BRL,1,1/21/2022
PETR4,OP,Put,31.99,14600,2.623736143,BRL,1,12/17/2021
BBDC4,OP,Call,20.5,-263000,0.951481938,BRL,1,1/21/2022
BBAS,OP,Put,29.62,900,0.372539848,BRL,1,12/17/2021
VIIA3,OP,Put,6.8,-48100,1.572320819,BRL,1,12/17/2021
PETR4,OP,Put,31.6,23300,2.694506407,BRL,1,1/21/2022
EMBR3,OP,Call,24,29600,0.060830541,BRL,1,12/17/2021
BRKM5,OP,Put,47,-15000,0.558312356,BRL,1,12/17/2021
BBAS,OP,Put,32.71,-1800,2.057825327,BRL,1,1/21/2022
BRKM5,OP,Call,64,-200,0.11965549,BRL,1,12/17/2021
EMBR3,OP,Call,25,-56100,0.042590618,BRL,1,12/17/2021
GGBR4,OP,Put,21.4,-19400,0.093959413,BRL,1,12/17/2021
PCAR3,OP,Call,32,-700,0.004856009,BRL,1,12/17/2021
PETR3,OP,Put,30,-22000,1.412023664,BRL,1,1/21/2022
VIIA3,OP,Call,6.32,41100,0.301821917,BRL,1,2/18/2022
PETR4,OP,Call,18.49,3600,11.12362194,BRL,1,12/17/2021
CIEL3,OP,Call,2.76,26400,0.00940985,BRL,1,12/17/2021
BRFS3,OP,Put,19,-5000,0.639412463,BRL,1,12/17/2021
YDUQ3,OP,Call,23.5,22000,1.353251934,BRL,1,1/21/2022
JBSS3,OP,Put,34.23,8300,1.185775161,BRL,1,12/17/2021
BRKM5,OP,Call,47,-5000,8.200029373,BRL,1,1/21/2022
BRKM5,OP,Call,57,-20700,0.996320069,BRL,1,12/17/2021
SANB11,OP,Put,36.2,34400,3.430934906,BRL,1,12/17/2021
ABEV,OP,Put,14.32,27900,0.056265429,BRL,1,12/17/2021
LAME4,OP,Put,6.1,-35700,1.021452904,BRL,1,12/17/2021
VALE3,OP,Put,72.47,-44500,4.842232227,BRL,1,1/21/2022
ELET6,OP,Put,33,-5500,1.47110343,BRL,1,12/17/2021
PETR4,OP,Put,31.49,-10100,2.226422787,BRL,1,12/17/2021
YDUQ3,OP,Put,27.5,-9900,5.48871994,BRL,1,12/17/2021
BBDC3,OP,Put,18.11,54800,1.170942903,BRL,1,12/17/2021
CIEL3,OP,Call,2.46,-248300,0.016088594,BRL,1,12/17/2021
LAME4,OP,Call,6.8,15000,0.030565845,BRL,1,12/17/2021
BBSE,OP,Call,22.5,-1600,0.238289952,BRL,1,1/21/2022
GGBR4,OP,Put,24.9,90800,0.478364438,BRL,1,12/17/2021
BBAS,OP,Put,27.12,-10500,0.109114625,BRL,1,12/17/2021
VALE3,OP,Put,62.61,-9000,2.808777094,BRL,1,4/14/2022
GGBR4,OP,Call,33.4,5000,0.011472884,BRL,1,12/17/2021
MGLU3,OP,Put,18.49,1000,11.41881371,BRL,1,12/17/2021
BBDC4,OP,Call,26,4300,0.006310188,BRL,1,12/17/2021
VIIA3,OP,Call,11,7600,0.009348514,BRL,1,1/21/2022
MGLU3,OP,Put,22.49,4500,15.40109062,BRL,1,12/17/2021
RADL3,OP,Call,23.37,-33200,0.211517781,BRL,1,12/17/2021
PCAR3,OP,Call,36,9000,0.01900975,BRL,1,1/21/2022
BRKM5,OP,Call,52,-1600,3.204376459,BRL,1,12/17/2021
EGIE3,OP,Put,40.5,5000,2.023893118,BRL,1,12/17/2021
B3SA3,OP,Call,18.98,-800,0.000158194,BRL,1,12/17/2021
AAPL,OP,Put,128.75,1609,0.565803587,USD,100,1/21/2022
SANB11,OP,Put,34.2,500,1.821547747,BRL,1,12/17/2021
GGBR4,OP,Put,20.9,-12000,0.085722044,BRL,1,12/17/2021
CSNA,OP,Call,29.23,10400,0.034358185,BRL,1,12/17/2021
ITUB4,OP,Call,26.91,-49100,0.010303996,BRL,1,12/17/2021
VIIA3,OP,Put,10,71300,4.664132118,BRL,1,1/21/2022
ELET3,OP,Put,36.05,10000,3.671851397,BRL,1,1/21/2022
BOVA,OP,Put,89,81456,1.317928553,BRL,1,1/21/2022
XLI,ST,,,-6000,100.5350037,USD,1,
PETR4,OP,Call,33.74,-316200,0.090708666,BRL,1,12/17/2021
VIIA3,OP,Call,7.5,19700,0.017462062,BRL,1,12/17/2021
SUZB,OP,Put,65,-5000,,BRL,1,6/18/2021
PETR4,OP,Call,20.99,23100,8.659565926,BRL,1,12/17/2021
BRML3,OP,Call,7.6,30600,0.421469241,BRL,1,12/17/2021
ITUB4,OP,Call,22.66,-149100,0.553456306,BRL,1,12/17/2021
RADL3,OP,Put,21.87,8400,0.588929057,BRL,1,12/17/2021
EMBR3,OP,Put,18.5,-1000,1.076493859,BRL,1,12/17/2021
ELET3,OP,Call,37.05,20000,0.134961575,BRL,1,12/17/2021
CSNA,OP,Call,31.73,-2600,0.01738614,BRL,1,12/17/2021
MRFG,OP,Put,27.1,-9600,5.085861206,BRL,1,12/17/2021
MGLU3,OP,Put,7.69,-64700,0.933656454,BRL,1,12/17/2021
VALE3,OP,Call,84.97,10200,0.089983858,BRL,1,12/17/2021
BRFS3,OP,Call,30,13900,0.000452755,BRL,1,12/17/2021
MRFG,OP,Call,29.6,-22800,0.006558913,BRL,1,12/17/2021
VIIA3,OP,Put,5.92,50000,0.973529696,BRL,1,2/18/2022
ABEV,OP,Call,14.57,-39700,1.489028215,BRL,1,12/17/2021
BRML3,OP,Call,8.4,-101500,0.319085598,BRL,1,1/21/2022
BBAS,OP,Call,27.48,-14500,6.420075417,BRL,1,5/20/2022
VIIA3,OP,Call,5.72,-16500,0.479287267,BRL,1,2/18/2022
VALE3,OP,Call,103.47,15400,0.081159741,BRL,1,1/21/2022
VALE3,OP,Call,109.47,395000,0.007094449,BRL,1,12/17/2021
B3SA3,OP,Put,15.1,6100,3.816205978,BRL,1,1/21/2022
BRAP4,OP,Put,53.66,-13000,3.885868073,BRL,1,12/17/2021
BBAS,OP,Put,31.62,13500,1.007802486,BRL,1,12/17/2021
VIIA3,OP,Call,6.3,-60100,0.214200467,BRL,1,1/21/2022
BRDT3,OP,Call,21.5,800,1.278841615,BRL,1,1/21/2022
EMBR3,OP,Put,24,-600,5.650045872,BRL,1,12/17/2021
B3SA3,OP,Call,14.6,-69100,0.050142728,BRL,1,1/21/2022
PETR4,OP,Put,16.99,17700,0.014816395,BRL,1,12/17/2021
VIIA3,OP,Call,6.72,-300,0.221804127,BRL,1,2/18/2022
VIIA3,OP,Call,7.7,-1600,0.069134317,BRL,1,1/21/2022
USIM5,OP,Call,18.96,-100,0.087199241,BRL,1,1/21/2022
JBSS3,OP,Put,30.98,-1100,0.68250525,BRL,1,1/21/2022
BRFS3,OP,Call,24.5,-1200,0.025661752,BRL,1,12/17/2021
GGBR4,OP,Call,26.15,75300,1.171123505,BRL,1,12/17/2021
MGLU3,OP,Put,20.49,800,13.40978622,BRL,1,12/17/2021
ITUB4,OP,Put,18.66,7700,0.039211653,BRL,1,12/17/2021
ABEV,OP,Put,15,-5500,0.339772046,BRL,1,1/21/2022
BRFS3,OP,Call,28,100,0.002027584,BRL,1,12/17/2021
PCAR3,OP,Put,30.5,-5300,8.417402267,BRL,1,12/17/2021
VALE3,OP,Put,45.47,-47200,0.198577508,BRL,1,1/21/2022
ABEV,OP,Call,18.75,-3100,0.089684762,BRL,1,1/21/2022
BBDC4,OP,Put,21.41,-26920,1.732769251,BRL,1,1/21/2022
MGLU3,OP,Call,7.49,-9800,0.327803761,BRL,1,12/17/2021
VALE3,OP,Put,41.97,34300,0.023254653,BRL,1,12/17/2021
GGBR4,OP,Put,30.4,100,4.037521839,BRL,1,12/17/2021
MRNA,OP,Call,380,200,4.687579155,USD,100,12/17/2021
MRNA,OP,Put,257.5,90,3.120782375,USD,100,12/17/2021
EMBR3,OP,Call,22,7700,0.536295295,BRL,1,1/21/2022
ELET3,OP,Put,37.05,15200,4.230233192,BRL,1,12/17/2021
GGBR4,OP,Put,25.28,53100,1.100822449,BRL,1,1/21/2022
TAEE11,OP,Put,29.5,-400,0.003022969,BRL,1,12/17/2021
VIVT3,OP,Call,45.88,100,4.378156185,BRL,1,12/17/2021
MGLU3,OP,Call,13.99,23900,0.0278423,BRL,1,1/21/2022
VALE3,OP,Put,81.47,-12000,10.83581448,BRL,1,12/17/2021
VALE3,OP,Put,70.61,-11800,5.599845886,BRL,1,4/14/2022
VIIA3,OP,Call,8.7,41100,0.008441879,BRL,1,12/17/2021
BOVA,OP,Call,97,40423,5.242891788,BRL,1,1/21/2022
BBDC4,OP,Put,28.05,1000,7.939849377,BRL,1,12/17/2021
VIIA3,OP,Put,4.5,-29600,0.111113302,BRL,1,12/17/2021
RADL3,OP,Put,22.87,43000,1.155265212,BRL,1,12/17/2021
VALE3,OP,Call,95.47,21100,0.026117187,BRL,1,12/17/2021
BBAS,OP,Put,28.37,37600,0.195937991,BRL,1,12/17/2021
PETR4,OP,Call,22.24,-700,7.448003292,BRL,1,12/17/2021
BRAP4,OP,Call,52.66,-3300,0.839684486,BRL,1,12/17/2021
VIVT3,OP,Call,44.88,100,5.344815731,BRL,1,12/17/2021
RADL3,OP,Call,25.37,30500,0.03646557,BRL,1,12/17/2021
VIIA3,OP,Put,14,64300,8.706199646,BRL,1,12/17/2021
VALE3,OP,Call,97.47,-13500,0.124817483,BRL,1,1/21/2022
PETR4,OP,Call,13.74,-272000,15.93605423,BRL,1,12/17/2021
USIM5,OP,Put,11.32,100,0.117102534,BRL,1,12/17/2021
BRKM5,OP,Put,56,10400,3.899292231,BRL,1,12/17/2021
MGLU3,OP,Put,9.49,-400,2.512902737,BRL,1,12/17/2021
SMH,OP,Put,280,295,1.838536739,USD,100,12/17/2021
ELET3,OP,Call,36.55,-500,0.176102027,BRL,1,12/17/2021
ABBV,ST,,,13060,116.6900024,USD,1,
JBSS3,OP,Put,35.98,-10200,2.27241993,BRL,1,12/17/2021
VALE3,OP,Put,110.47,14800,39.5454216,BRL,1,12/17/2021
VALE3,OP,Call,105.47,7100,0.073633306,BRL,1,1/21/2022
LAME4,OP,Call,4.85,-76800,0.527973115,BRL,1,12/17/2021
VIVT3,OP,Put,45.88,-400,0.174724028,BRL,1,12/17/2021
BOVA,OP,Call,79.5,100,18.47332954,BRL,1,12/17/2021
MGLU3,OP,Call,15.99,-500,0.018769095,BRL,1,1/21/2022
PETR4,OP,Call,27.85,8500,2.923331499,BRL,1,1/21/2022
BBAS,OP,Call,30.87,33900,1.519644499,BRL,1,12/17/2021
B3SA3,OP,Put,18.6,-3000,7.242560387,BRL,1,1/21/2022
BRDT3,OP,Call,21.72,54700,0.580610156,BRL,1,12/17/2021
BOVA,OP,Call,90,48542,10.20365334,BRL,1,1/21/2022
BBDC4,OP,Put,28.3,29700,8.188639641,BRL,1,12/17/2021
TAEE11,OP,Call,37,-23800,0.298905641,BRL,1,12/17/2021
LAME4,OP,Call,6.3,-33700,0.059111923,BRL,1,12/17/2021
VIIA3,OP,Call,8.4,-8300,0.010184135,BRL,1,12/17/2021
BBDC4,OP,Put,18.5,2560,0.186109424,BRL,1,12/17/2021
JBSS3,OP,Call,34.98,-3500,0.880731463,BRL,1,12/17/2021
BBDC4,OP,Put,17.59,-16840,0.093977079,BRL,1,12/17/2021
VIIA3,OP,Call,8.6,-59700,0.008982448,BRL,1,12/17/2021
ITUB4,OP,Put,26.91,37900,4.437652111,BRL,1,12/17/2021
B3SA3,OP,Put,13.1,14100,1.972761393,BRL,1,1/21/2022
ABEV,OP,Put,21.07,53200,5.071772575,BRL,1,12/17/2021
CYRE3,OP,Call,16,-10000,0.377425909,BRL,1,1/21/2022
B3SA3,OP,Call,14.56,114300,0.006070007,BRL,1,12/17/2021
AAPL,ST,,,25243,166.8300018,USD,1,
VIIA3,OP,Call,11,-26000,0.009348514,BRL,1,1/21/2022
VIIA3,OP,Put,16,6000,10.57445717,BRL,1,1/21/2022
B3SA3,OP,Call,7.98,500,3.207619667,BRL,1,12/17/2021
EMBR3,OP,Call,15,-500,6.815844059,BRL,1,1/20/2023
ITUB4,OP,Call,22.16,-127300,0.82194221,BRL,1,12/17/2021
MGLU3,OP,Call,14.99,118900,0.005164249,BRL,1,12/17/2021
ITSA4,OP,Put,10.97,25500,1.21186018,BRL,1,12/17/2021
GGBR4,OP,Call,25.9,129300,1.315358281,BRL,1,12/17/2021
ITUB4,OP,Put,23.66,-73300,1.404162765,BRL,1,12/17/2021
VIIA3,OP,Put,12.75,-28200,7.369521618,BRL,1,1/21/2022
ELET3,OP,Call,32.05,-14700,1.702768207,BRL,1,12/17/2021
VIIA3,OP,Put,7.9,-10400,2.645292997,BRL,1,12/17/2021
VALE3,OP,Put,76.47,254300,7.264894009,BRL,1,1/21/2022
B3SA3,OP,Call,13.31,-101500,0.024100754,BRL,1,12/17/2021
VALE3,OP,Put,99.47,68200,28.60011482,BRL,1,12/17/2021
CSNA,OP,Call,23,25400,1.40519166,BRL,1,1/21/2022
ELET6,OP,Put,36,-6000,3.783275843,BRL,1,12/17/2021
BBSE,OP,Call,21.98,-30300,0.108346447,BRL,1,12/17/2021
VALE3,OP,Put,89.61,-1500,17.7606945,BRL,1,4/14/2022
ITUB4,OP,Put,23.16,66100,1.044741869,BRL,1,12/17/2021
VIIA3,OP,Call,8.9,34600,0.008753268,BRL,1,12/17/2021
VIIA3,OP,Put,15.25,2700,9.834526062,BRL,1,1/21/2022
VALE3,OP,Put,17.21,127000,0.035949275,BRL,1,2/18/2022
BBSE,OP,Put,20.5,200,0.688222349,BRL,1,1/21/2022
LAME4,OP,Call,4.75,-53800,0.593713999,BRL,1,12/17/2021
LAME4,OP,Call,5,-5700,0.439015597,BRL,1,12/17/2021
VALE3,OP,Put,70.47,-152300,3.86965704,BRL,1,1/21/2022
CMIG4,OP,Call,13,-29700,0.433384836,BRL,1,12/17/2021
VIIA3,OP,Put,11,155000,5.718916416,BRL,1,12/17/2021
BRDT3,OP,Call,28.72,100,0.013339773,BRL,1,12/17/2021
EGIE3,OP,Call,43,300,0.012723012,BRL,1,12/17/2021
ABEV,OP,Call,19.25,100,0.058360361,BRL,1,1/21/2022
BBSE,OP,Put,20,60200,0.614309609,BRL,1,2/18/2022
BBDC4,OP,Call,23.55,-40500,0.018214876,BRL,1,12/17/2021
ELET3,OP,Put,35.55,3600,2.911345959,BRL,1,12/17/2021
BRML3,OP,Put,8,-12300,0.619041681,BRL,1,1/21/2022
USIM5,OP,Call,14.96,120200,0.63694495,BRL,1,1/21/2022
MULT3,OP,Call,17,13500,2.431093931,BRL,1,12/17/2021
GGBR4,OP,Call,27.4,-33200,0.598349273,BRL,1,12/17/2021
B3SA3,OP,Call,15.31,-34300,0.003043308,BRL,1,12/17/2021
BRFS3,OP,Put,26.5,35100,7.160593987,BRL,1,12/17/2021
JBSS3,OP,Put,37.48,400,3.737108231,BRL,1,1/21/2022
VALE3,OP,Call,113.47,7700,0.050914675,BRL,1,1/21/2022
BBAS,OP,Put,34.62,800,3.113717556,BRL,1,12/17/2021
VALE3,OP,Put,79.97,123000,9.425814629,BRL,1,12/17/2021
ITSA4,OP,Call,11.72,52500,0.00054485,BRL,1,12/17/2021
PETR4,OP,Put,30.1,-49600,2.538628578,BRL,1,4/14/2022
BBAS,OP,Call,28.37,-200,3.501622677,BRL,1,12/17/2021
BOVA,OP,Call,131,9056,0.04017834,BRL,1,1/21/2022
CYRE3,OP,Put,15.41,20700,2.138512611,BRL,1,12/17/2021
BRKM5,OP,Put,51,7600,2.659807205,BRL,1,1/21/2022
BRAP4,OP,Call,53,-1000,1.769454837,BRL,1,1/21/2022
BRFS3,OP,Call,23,3300,0.064258888,BRL,1,12/17/2021
BRKM5,OP,Put,35.5,-63100,0.180508792,BRL,1,1/21/2022
MGLU3,OP,Call,11.49,9400,0.018165788,BRL,1,12/17/2021
GOAU4,OP,Put,10.51,146700,0.273275256,BRL,1,12/17/2021
CSNA,OP,Put,17.23,-34600,0.100459732,BRL,1,12/17/2021
ELET3,ST,,,86123,32.80999756,BRL,1,
BRKM5,OP,Put,45,-3700,0.328311443,BRL,1,12/17/2021
B3SA3,OP,Put,17.81,800,6.219094753,BRL,1,3/18/2022
BRDT3,OP,Call,22.72,-30500,0.263298452,BRL,1,12/17/2021
BRAP4,OP,Put,49.5,41200,2.283186436,BRL,1,1/21/2022
BBSE,OP,Call,26.5,800,0.022142427,BRL,1,1/21/2022
VALE3,OP,Put,60.97,-82500,0.387780517,BRL,1,12/17/2021
EQTL,OP,Call,25.53,14300,0.033965737,BRL,1,12/17/2021
VALE3,OP,Call,28.21,10800,43.68222809,BRL,1,5/20/2022
BBDC4,OP,Put,21.66,-2100,1.903781652,BRL,1,1/21/2022
VALE3,OP,Call,64.47,25700,8.670351982,BRL,1,1/21/2022
VALE3,OP,Call,48.47,10500,22.27425194,BRL,1,12/17/2021
BRFS3,OP,Call,24,30600,0.035099059,BRL,1,12/17/2021
PETR4,OP,Call,21.6,14400,8.352453232,BRL,1,1/21/2022
ELET3,OP,Put,34.55,-2800,2.141932011,BRL,1,12/17/2021
MGLU3,OP,Put,6.79,-179900,0.402671188,BRL,1,12/17/2021
MGLU3,OP,Put,9.29,9200,2.347887754,BRL,1,1/21/2022
VALE3,OP,Put,58.47,-65800,0.82754612,BRL,1,1/21/2022
VIVT3,OP,Call,51,1100,1.228292823,BRL,1,1/21/2022
GGBR4,OP,Call,24.9,-38800,1.997109413,BRL,1,12/17/2021
BBSE,OP,Call,21,1200,0.713719249,BRL,1,1/21/2022
ABEV,OP,Put,17,305200,1.26699388,BRL,1,1/21/2022
BBDC3,OP,Put,16.61,9900,0.343288839,BRL,1,12/17/2021
VALE3,OP,Put,38.47,-1000,0.015011602,BRL,1,12/17/2021
B3SA3,OP,Put,17.1,700,5.767101765,BRL,1,1/21/2022
TAEE11,OP,Put,37,17400,1.170936465,BRL,1,12/17/2021
HYPE3,OP,Put,27.22,-1600,0.868700504,BRL,1,12/17/2021
CYRE3,OP,Call,17.41,6300,0.039584499,BRL,1,12/17/2021
BRAP4,OP,Call,46,5200,5.749694824,BRL,1,1/21/2022
VALE3,OP,Call,76.97,-105000,0.595648706,BRL,1,12/17/2021
ITUB4,OP,Put,29.16,32100,6.672837257,BRL,1,12/17/2021
VALE3,OP,Put,111.47,9900,40.54190063,BRL,1,12/17/2021
PCAR3,OP,Call,22,14400,0.902092814,BRL,1,12/17/2021
VIIA3,OP,Call,8.1,-4600,0.01196385,BRL,1,12/17/2021
BBDC4,OP,Call,23.23,200,0.204437122,BRL,1,1/21/2022
VIIA3,OP,Put,13.5,12600,8.108719826,BRL,1,1/21/2022
CYRE3,OP,Put,13.5,2500,1.18001771,BRL,1,1/21/2022
BBAS,OP,Call,37.37,2700,0.039232083,BRL,1,12/17/2021
BRAP4,OP,Call,49.66,700,2.195960045,BRL,1,12/17/2021
BBAS,OP,Put,38.12,8400,6.434365273,BRL,1,12/17/2021
EMBR3,OP,Call,20.5,56400,0.879885435,BRL,1,1/21/2022
YDUQ3,ST,,,1546,22.03000069,BRL,1,
MGLU3,OP,Put,15.49,4100,8.310750008,BRL,1,1/21/2022
GGBR4,OP,Call,22.9,18000,3.684610605,BRL,1,12/17/2021
GGBR4,OP,Call,31.4,5000,0.034532249,BRL,1,12/17/2021
MULT3,OP,Put,20,-31200,1.222178817,BRL,1,12/17/2021
UGPA3,OP,Put,9.9,-100,0.002222872,BRL,1,12/17/2021
ITUB4,OP,Put,23.24,466800,1.335277557,BRL,1,1/21/2022
CMIG4,OP,Call,15,3100,0.022985747,BRL,1,12/17/2021
CSNA,OP,Call,20,13500,3.005794764,BRL,1,1/21/2022
BBDC4,OP,Put,18.68,93700,0.510403156,BRL,1,1/21/2022
KLBN11,OP,Call,23.4,5900,1.297819018,BRL,1,12/17/2021
EMBR3,OP,Put,19.5,-20300,2.142956972,BRL,1,1/21/2022
GGBR4,OP,Call,31.9,5000,0.023158921,BRL,1,12/17/2021
RADL3,OP,Put,23.37,-49400,1.52630794,BRL,1,12/17/2021
PETR4,OP,Call,37.1,18000,1.369296908,BRL,1,6/17/2022
MGLU3,OP,Call,23.99,-100,0.000545243,BRL,1,12/17/2021
PCAR3,OP,Call,30.5,21400,0.009158375,BRL,1,12/17/2021
VIIA3,OP,Call,8.3,-22900,0.010778976,BRL,1,12/17/2021
EMBR3,OP,Call,26,20600,0.031333402,BRL,1,12/17/2021
BRFS3,OP,Put,20,-6600,1.179431677,BRL,1,12/17/2021
PETR4,OP,Call,23.1,-2900,6.94288969,BRL,1,1/21/2022
PETR4,OP,Call,33.35,177300,0.511984527,BRL,1,1/21/2022
BBSE,OP,Put,20.75,100,0.902868211,BRL,1,2/18/2022
B3SA3,OP,Put,12.81,-9800,1.673089385,BRL,1,12/17/2021
ITUB4,OP,Call,28.16,-22200,0.006003556,BRL,1,12/17/2021
PETR4,OP,Put,24.99,-250100,0.179511338,BRL,1,12/17/2021
VIIA3,OP,Call,13,400,0.009311056,BRL,1,1/21/2022
MGLU3,OP,Put,11.74,500,4.711331844,BRL,1,12/17/2021
B3SA3,OP,Put,10.6,-18800,0.455739945,BRL,1,1/21/2022
BRKM5,OP,Put,55,20600,3.278573036,BRL,1,12/17/2021
HYPE3,OP,Call,30,-16900,0.43072769,BRL,1,1/21/2022
BBSE,OP,Call,22,-17100,0.350587219,BRL,1,1/21/2022
LAME4,OP,Put,5.4,700,0.493658125,BRL,1,12/17/2021
PETR4,OP,Call,26.24,-69500,3.65856123,BRL,1,12/17/2021
ELET3,OP,Call,39.55,30000,0.050953768,BRL,1,12/17/2021
VALE3,OP,Call,81.47,-114600,1.069221258,BRL,1,1/21/2022
LAME4,OP,Put,5.6,-34200,0.625292778,BRL,1,12/17/2021
VIIA3,ST,,,1261302,5.25,BRL,1,
UGPA3,OP,Call,13.05,-1000,1.206547618,BRL,1,12/17/2021
BRKM5,OP,Put,49,-5000,1.983472109,BRL,1,1/21/2022
YDUQ3,OP,Put,24,9900,2.907386541,BRL,1,1/21/2022
LAME4,OP,Call,6.6,23500,0.152923435,BRL,1,1/21/2022
BBDC3,OP,Call,19.75,500,0.344070464,BRL,1,2/18/2022
BBAS,OP,Put,34.12,900,2.685438871,BRL,1,12/17/2021
LAME4,OP,Call,5.7,-58500,0.158102915,BRL,1,12/17/2021
VALE3,OP,Call,74.97,28200,1.003156185,BRL,1,12/17/2021
MGLU3,OP,Call,16.24,14200,0.003594768,BRL,1,12/17/2021
BOVA,OP,Call,124,-25000,0.105914921,BRL,1,2/18/2022
HYPE3,OP,Put,27.72,-8500,1.154637098,BRL,1,12/17/2021
ITUB4,OP,Put,20.16,-79400,0.105274439,BRL,1,12/17/2021
VALE3,OP,Call,65.47,12000,7.948771,BRL,1,1/21/2022
VIIA3,OP,Put,8.2,-32200,2.94164753,BRL,1,12/17/2021
YDUQ3,OP,Put,25.5,5100,3.612153053,BRL,1,12/17/2021
PETR4,OP,Put,33.99,16100,4.418029308,BRL,1,12/17/2021
BBDC4,OP,Call,23.3,-1500,0.023665596,BRL,1,12/17/2021
BRDT3,OP,Call,23.72,10400,0.113764219,BRL,1,12/17/2021
ABEV,OP,Put,19.07,2900,3.087663174,BRL,1,12/17/2021
PETR4,OP,Put,27.85,43000,1.23894918,BRL,1,2/18/2022
MGLU3,OP,Call,7.89,27900,0.443083853,BRL,1,1/21/2022
BBSE,OP,Put,21.5,-15400,1.212945104,BRL,1,1/21/2022
MULT3,OP,Call,18.5,5000,1.279979467,BRL,1,12/17/2021
VALE3,OP,Call,77.47,42000,1.949895144,BRL,1,1/21/2022
BBAS,OP,Put,35.12,1000,3.560593843,BRL,1,12/17/2021
EGIE3,OP,Put,38.5,-2800,1.051307201,BRL,1,1/21/2022
BBAS,OP,Put,32.62,21300,1.563575029,BRL,1,12/17/2021
JBSS3,OP,Call,33.98,-100,1.34060216,BRL,1,12/17/2021
VALE3,OP,Call,88.97,64900,0.343603581,BRL,1,1/21/2022
GOAU4,OP,Put,11.29,30000,0.870484114,BRL,1,1/21/2022
BBSE,OP,Put,20.98,12600,0.685400546,BRL,1,12/17/2021
ABEV,OP,Call,23,100,0.003917078,BRL,1,1/21/2022
ITSA4,OP,Put,9.72,96100,0.209159479,BRL,1,12/17/2021
MULT3,OP,Call,22.5,33400,0.341051787,BRL,1,1/21/2022
BRAP4,OP,Put,51.66,-12400,2.497298002,BRL,1,12/17/2021
